method,basis,charge,pseudopotential,system,totalenergy,totalenergy-stocherr,totalenergy-syserr,SHCIref,SHCIreferr,HFref,Number-of-determinants,beta,truncation-weight,trial-wavefunction,ncas,ncore,note
SHCI,vtz,0,trail,Cr,-86.72091999999998,4.48e-07,4e-05,-86.72091999999998,4.48e-07,-86.21884242573502,,,,,,,
SHCI,vtz,1,trail,V,-70.91955,1.62e-07,4e-05,-70.91955,1.62e-07,-70.47870620861032,,,,,,,
SHCI,vtz,0,trail,V,-71.16898,1.017e-06,4e-05,-71.16898,1.017e-06,-70.69687058820543,,,,,,,
SHCI,vtz,0,trail,Cu,-197.44464,4.59e-07,2e-05,-197.44464,4.59e-07,-196.56611793957046,,,,,,,
SHCI,vqz,1,trail,V,-70.95759,8.42e-07,0.0,-70.95759,8.42e-07,-70.47878254097698,,,,,,,
SHCI,vqz,0,trail,ScO,-62.56845381,1e-05,0.0004209225,-62.56845381,1e-05,-61.834924297751634,,,,,,,
SHCI,vqz,1,trail,Cr,-86.51867,1.764e-06,0.0,-86.51867,1.764e-06,-85.99861621753384,,,,,,,
SHCI,v5z,1,trail,Cu,-197.29251,3.86e-07,7e-05,-197.29251,3.86e-07,-196.3253458468569,,,,,,,
SHCI,vqz,0,trail,Cr,-86.76760999999998,0.0,1e-05,-86.76760999999998,0.0,-86.21909581115591,,,,,,,
SHCI,v5z,1,trail,Sc,-46.24115,1.398e-05,1e-05,-46.24115,1.398e-05,-45.86020861913251,,,,,,,
SHCI,v5z,0,trail,Ti,-57.99386,0.0,8e-05,-57.99386,0.0,-57.52335292738408,,,,,,,
SHCI,v5z,1,trail,Ti,-57.74316,0.0,2e-05,-57.74316,0.0,-57.320045716102676,,,,,,,
SHCI,v5z,0,trail,V,-71.21983,0.0,3e-05,-71.21983,0.0,-70.69714489237121,,,,,,,
SHCI,v5z,1,trail,V,-70.97182,0.0,0.0,-70.97182,0.0,-70.47890119732277,,,,,,,
SHCI,v5z,0,trail,Cr,-86.78532,0.0,1e-05,-86.78532,0.0,-86.21910985180031,,,,,,,
SHCI,v5z,0,trail,Mn,-104.13542,4.9e-08,2e-05,-104.13542,4.9e-08,-103.51775094214493,,,,,,,
SHCI,v5z,1,trail,Mn,-103.86284,0.0,1e-05,-103.86284,0.0,-103.29970385074444,,,,,,,
SHCI,v5z,0,trail,Fe,-123.7418,1.98e-07,2e-05,-123.7418,1.98e-07,-123.03901838784545,,,,,,,
SHCI,v5z,1,trail,Cr,-86.53627,0.0,3e-05,-86.53627,0.0,-85.99871084112391,,,,,,,
SHCI,v5z,0,trail,Cu,-197.57608,1.068e-06,1e-05,-197.57608,1.068e-06,-196.5663811367177,,,,,,,
SHCI,vqz,0,trail,Mn,-104.11501,3.37e-06,1e-05,-104.11501,3.37e-06,-103.51774137665831,,,,,,,
SHCI,v5z,1,trail,Fe,-123.45183,3e-08,2e-05,-123.45183,3e-08,-122.805367259054,,,,,,,
SHCI,vqz,0,trail,Fe,-123.71675,1.63e-05,6e-05,-123.71675,1.63e-05,-123.03893433543683,,,,,,,
SHCI,vqz,1,trail,Fe,-123.42709,3.122e-06,3e-05,-123.42709,3.122e-06,-122.80506201856676,,,,,,,
SHCI,vqz,0,trail,Cu,-197.53642,1.98e-05,0.0,-197.53642,1.98e-05,-196.5663491464669,,,,,,,
SHCI,vqz,1,trail,Mn,-103.84272,2.375e-06,1e-05,-103.84272,2.375e-06,-103.29943473113407,,,,,,,
SHCI,v5z,0,trail,O,-15.84317,0.0,0.0,-15.84317,0.0,-15.651935198107855,,,,,,,
SHCI,v5z,1,trail,O,-15.34479,0.0,0.0,-15.34479,0.0,-15.210911583355957,,,,,,,
SHCI,v5z,0,trail,Sc,-46.48213,0.0,7e-05,-46.48213,0.0,-46.05773792407675,,,,,,,
SHCI,vqz,1,trail,Cu,-197.25343,3.012e-06,1e-05,-197.25343,3.012e-06,-196.32534219464927,,,,,,,
UCCSD,vtz,0,trail,Cu,-197.41740370680068,0.0,0.0,-197.44464,4.59e-07,-196.56611793957046,,,,,,,
UCCSD,vtz,0,trail,Cr,-86.70659076775038,0.0,0.0,-86.72091999999998,4.48e-07,-86.21884242573502,,,,,,,
UCCSD,vtz,1,trail,Cr,-86.4615517308287,0.0,0.0,-86.47298,2.01e-07,-85.99858355154308,,,,,,,
UCCSD,vtz,0,trail,Mn,-104.04778117933417,0.0,0.0,-104.06366,9.9e-07,-103.51751723050371,,,,,,,
UCCSD,vtz,1,trail,Mn,-103.78146526904207,0.0,0.0,-103.79214,1.99e-07,-103.29880070636771,,,,,,,
UCCSD,vtz,0,trail,Fe,-123.63925375399349,0.0,0.0,-123.6572,5.71e-07,-123.03857246947872,,,,,,,
UCCSD,vtz,1,trail,Fe,-123.35622693757796,0.0,0.0,-123.36857,5.41e-07,-122.80424852863449,,,,,,,
UCCSD,vtz,1,trail,Cu,-197.14212776934414,0.0,0.0,-197.16304,6.5e-07,-196.32520712735686,,,,,,,
UCCSD,vqz,1,trail,Cr,-86.50525415684963,0.0,0.0,-86.51867,1.764e-06,-85.99861621753384,,,,,,,
UCCSD,vqz,1,trail,O,-15.339802474778907,0.0,0.0,-15.3421,0.0,-15.210758359146777,,,,,,,
UCCSD,vqz,0,trail,Sc,-46.4573768287099,0.0,0.0,-46.474,1.07e-06,-46.057726629346845,,,,,,,
UCCSD,vqz,1,trail,Sc,-46.22134076672064,0.0,0.0,-46.23311,9.94e-07,-45.859964744612796,,,,,,,
UCCSD,vqz,0,trail,Ti,-57.965885691801745,0.0,0.0,-57.983000000000004,2.24e-06,-57.52332478221496,,,,,,,
UCCSD,vqz,1,trail,Ti,-57.720794629913655,0.0,0.0,-57.73256,7.33e-07,-57.319727268097715,,,,,,,
UCCSD,vqz,0,trail,Cu,-197.5052619390659,0.0,0.0,-197.53642,1.98e-05,-196.5663491464669,,,,,,,
UCCSD,vqz,0,trail,V,-71.18778095431433,0.0,0.0,-71.20578,1e-05,-70.69711953301085,,,,,,,
UCCSD,vqz,1,trail,V,-70.94431928426559,0.0,0.0,-70.95759,8.42e-07,-70.47878254097698,,,,,,,
UCCSD,vqz,0,trail,Cr,-86.75091365432642,0.0,0.0,-86.76760999999998,0.0,-86.21909581115591,,,,,,,
UCCSD,vtz,0,trail,V,-71.15279224831197,0.0,0.0,-71.16898,1.017e-06,-70.69687058820543,,,,,,,
UCCSD,vqz,0,trail,O,-15.834743331725905,0.0,0.0,-15.83909,5.31e-06,-15.651914835093455,,,,,,,
UCCSD,vtz,1,trail,Ti,-57.69382220179495,0.0,0.0,-57.70424000000001,5.7e-08,-57.318310870851406,,,,,,,
UCCSD,vdz,1,trail,Cu,-196.95740455913932,0.0,0.0,-196.96723,1.474e-06,-196.32402730647453,,,,,,,
UCCSD,vtz,1,trail,Sc,-46.20101314857256,0.0,0.0,-46.21149000000001,0.0,-45.85935928101564,,,,,,,
UCCSD,v5z,0,trail,Cu,-197.5436642703226,0.0,0.0,-197.57608,1.068e-06,-196.5663811367177,,,,,,,
UCCSD,v5z,1,trail,Fe,-123.43650116773459,0.0,0.0,-123.45183,3e-08,-122.805367259054,,,,,,,
UCCSD,v5z,0,trail,Fe,-123.7202895244198,0.0,0.0,-123.7418,1.98e-07,-123.03901838784545,,,,,,,
UCCSD,v5z,1,trail,Mn,-103.84959934460872,0.0,0.0,-103.86284,0.0,-103.29970385074444,,,,,,,
UCCSD,v5z,0,trail,Mn,-104.11650854784256,0.0,0.0,-104.13542,4.9e-08,-103.51775094214493,,,,,,,
UCCSD,v5z,1,trail,Cr,-86.522101589246,0.0,0.0,-86.53627,0.0,-85.99871084112391,,,,,,,
UCCSD,v5z,1,trail,Cu,-197.26680808774643,0.0,0.0,-197.29251,3.86e-07,-196.3253458468569,,,,,,,
UCCSD,v5z,0,trail,Cr,-86.76784385163063,0.0,0.0,-86.78532,0.0,-86.21910985180031,,,,,,,
UCCSD,v5z,0,trail,V,-71.2010143606209,0.0,0.0,-71.21983,0.0,-70.69714489237121,,,,,,,
UCCSD,v5z,1,trail,Ti,-57.730914761840964,0.0,0.0,-57.74316,0.0,-57.320045716102676,,,,,,,
UCCSD,v5z,0,trail,Ti,-57.976024725428076,0.0,0.0,-57.99386,0.0,-57.52335292738408,,,,,,,
UCCSD,v5z,1,trail,Sc,-46.22894630104592,0.0,0.0,-46.24115,1.398e-05,-45.86020861913251,,,,,,,
UCCSD,v5z,0,trail,Sc,-46.4649768160275,0.0,0.0,-46.48213,0.0,-46.05773792407675,,,,,,,
UCCSD,v5z,1,trail,O,-15.342397226918795,0.0,0.0,-15.34479,0.0,-15.210911583355957,,,,,,,
UCCSD,v5z,1,trail,V,-70.9579715407137,0.0,0.0,-70.97182,0.0,-70.47890119732277,,,,,,,
UCCSD,vdz,0,trail,O,-15.779080211623132,0.0,0.0,-15.78125,0.0,-15.650898615762124,,,,,,,
UCCSD,vdz,1,trail,O,-15.299800503596158,0.0,0.0,-15.300670000000002,0.0,-15.209469738930444,,,,,,,
UCCSD,vdz,0,trail,Sc,-46.38595844384197,0.0,0.0,-46.39685,5.4e-08,-46.056720086471316,,,,,,,
UCCSD,vtz,0,trail,Sc,-46.43718489311391,0.0,0.0,-46.4523,8.800000000000002e-08,-46.05746799644578,,,,,,,
UCCSD,vtz,1,trail,O,-15.331593370228314,0.0,0.0,-15.33358,0.0,-15.210120374674373,,,,,,,
UCCSD,vtz,0,trail,O,-15.82314937712888,0.0,0.0,-15.82702,0.0,-15.65178729066239,,,,,,,
UCCSD,vdz,0,trail,Cu,-197.22228761675166,0.0,0.0,-197.2369,1.152e-06,-196.56440183256336,,,,,,,
UCCSD,vdz,1,trail,Fe,-123.22715350312636,0.0,0.0,-123.23354,1.2e-07,-122.79860715251272,,,,,,,
UCCSD,vdz,0,trail,Fe,-123.50779840651155,0.0,0.0,-123.51812,6.459999999999999e-07,-123.03606101031244,,,,,,,
UCCSD,vdz,1,trail,Mn,-103.66757407055952,0.0,0.0,-103.67336,4.2e-08,-103.29335920887651,,,,,,,
UCCSD,vdz,0,trail,Mn,-103.93261369236343,0.0,0.0,-103.94226,4.56e-07,-103.51554736964935,,,,,,,
UCCSD,vdz,1,trail,Cr,-86.3665613390929,0.0,0.0,-86.37241,4.6e-08,-85.99840800159254,,,,,,,
UCCSD,vdz,0,trail,Cr,-86.6046263052922,0.0,0.0,-86.61203,1.24e-07,-86.21795636713652,,,,,,,
UCCSD,vdz,1,trail,V,-70.8223077092011,0.0,0.0,-70.8284,3.2e-08,-70.47804713713508,,,,,,,
UCCSD,vdz,0,trail,V,-71.06739283571673,0.0,0.0,-71.07767,3.2600000000000003e-07,-70.69525960473436,,,,,,,
UCCSD,vdz,1,trail,Ti,-57.62741179100748,0.0,0.0,-57.63401999999999,1.1e-08,-57.31379021206569,,,,,,,
UCCSD,vdz,0,trail,Ti,-57.87237337860729,0.0,0.0,-57.88305,2.26e-07,-57.52051227493378,,,,,,,
UCCSD,vdz,1,trail,Sc,-46.14969669527632,0.0,0.0,-46.15683,0.0,-45.85651158235275,,,,,,,
UCCSD,vtz,0,trail,Ti,-57.93908246335163,0.0,0.0,-57.95463,3.67e-07,-57.522468837232104,,,,,,,
UCCSD,vqz,0,trail,Mn,-104.09688340039624,0.0,0.0,-104.11501,3.37e-06,-103.51774137665831,,,,,,,
UCCSD,vtz,1,trail,V,-70.90803572594318,0.0,0.0,-70.91955,1.62e-07,-70.47870620861032,,,,,,,
UCCSD,vqz,0,trail,Fe,-123.69608273141209,0.0,0.0,-123.71675,1.63e-05,-123.03893433543683,,,,,,,
UCCSD,vtz,0,trail,ScO,-62.48949960887328,0.0,0.0,-62.53013000000001,9.96e-06,-61.83374588456312,,,,,,,
UCCSD,vdz,0,trail,MnO,-119.8192051857518,0.0,0.0,-119.85051,1e-05,-119.1332394993054,,,,,,,
UCCSD,v5z,0,trail,O,-15.83868452648737,0.0,0.0,-15.84317,0.0,-15.651935198107855,,,,,,,
UCCSD,vtz,0,trail,CuO,-213.33434944504288,0.0,0.0,-213.37778,1.664e-06,-212.24349945673225,,,,,,,
UCCSD,v5z,0,trail,CuO,-213.47798335200628,0.0,0.0,-213.5291282959,1e-05,-212.2443632841544,,,,,,,
UCCSD,v5z,0,trail,VO,-87.24932723550339,0.0,0.0,-87.3073938172,1e-05,-86.40843884648703,,,,,,,
UCCSD,vqz,0,trail,CrO,-102.72382559966084,0.0,0.0,-102.779756,1e-05,-101.84627163418828,,,,,,,
UCCSD,vdz,0,trail,TiO,-73.86695705529483,0.0,0.0,-73.90375,6.77e-07,-73.26973605789902,,,,,,,
UCCSD,vqz,0,trail,ScO,-62.52533293633869,0.0,0.0,-62.56845381,1e-05,-61.834924297751634,,,,,,,
UCCSD,vdz,0,trail,CuO,-213.093983309176,0.0,0.0,-213.12303,3.599e-06,-212.238829673217,,,,,,,
UCCSD,vqz,1,trail,Mn,-103.83019314612024,0.0,0.0,-103.84272,2.375e-06,-103.29943473113407,,,,,,,
UCCSD,vqz,0,trail,FeO,-139.65883285444852,0.0,0.0,-139.7113522,1e-05,-138.6685140260192,,,,,,,
UCCSD,v5z,0,trail,ScO,-62.53779524630487,0.0,0.0,-62.5821409609,1e-05,-61.8350828626785,,,,,,,
UCCSD,v5z,0,trail,TiO,-74.041306678526,0.0,0.0,-74.09147310520001,1e-05,-73.2771786400687,,,,,,,
UCCSD,v5z,0,trail,FeO,-139.6875997161323,0.0,0.0,-139.7416819491,1e-05,-138.66875655750619,,,,,,,
UCCSD,vtz,0,trail,MnO,-119.98595216372655,0.0,0.0,-120.02928,2e-05,-119.13957526878391,,,,,,,
UCCSD,vqz,0,trail,MnO,-120.04973103114573,0.0,0.0,-120.09707125940001,1e-05,-119.14081170666552,,,,,,,
UCCSD,vqz,0,trail,VO,-87.2314938062568,0.0,0.0,-87.288681736,1e-05,-86.40819514293459,,,,,,,
UCCSD,vdz,0,trail,VO,-87.0433251794816,0.0,0.0,-87.08577,2.7300000000000003e-05,-86.4002119655646,,,,,,,
UCCSD,vtz,0,trail,FeO,-139.58713524288558,0.0,0.0,-139.63546000000002,2e-05,-138.667246980313,,,,,,,
UCCSD,vqz,1,trail,Cu,-197.22892381725345,0.0,0.0,-197.25343,3.012e-06,-196.32534219464927,,,,,,,
UCCSD,v5z,0,trail,CrO,-102.7448168934164,0.0,0.0,-102.8027368164,1e-05,-101.84668971203637,,,,,,,
UCCSD,vdz,0,trail,CrO,-102.51742471312912,0.0,0.0,-102.55837,2.442e-06,-101.8381354486648,,,,,,,
UCCSD,vtz,0,trail,TiO,-73.984570272526,0.0,0.0,-74.03085,1.99e-05,-73.27527588824228,,,,,,,
UCCSD,vdz,0,trail,ScO,-62.388040825363376,0.0,0.0,-62.42004,9.92e-06,-61.829342751826275,,,,,,,
UCCSD,vdz,0,trail,FeO,-139.40078257457623,0.0,0.0,-139.43599,5.4039999999999986e-06,-138.66009692442393,,,,,,,
UCCSD,vqz,1,trail,Fe,-123.41257068133524,0.0,0.0,-123.42709,3.122e-06,-122.80506201856676,,,,,,,
UCCSD,vqz,0,trail,TiO,-74.0263944169137,0.0,0.0,-74.07548786,1e-05,-73.27696889209976,,,,,,,
UCCSD,vtz,0,trail,CrO,-102.66627196382464,0.0,0.0,-102.71867,1.99e-05,-101.84420581490784,,,,,,,
UCCSD,v5z,0,trail,MnO,-120.0739650213693,0.0,0.0,-120.1223644293,1e-05,-119.14098759444364,,,,,,,
UCCSD,vqz,0,trail,CuO,-213.43547603787056,0.0,0.0,-213.4842442,1e-05,-212.24422133071548,,,,,,,
UCCSD,vtz,0,trail,VO,-87.18156668589623,0.0,0.0,-87.23526,2e-05,-86.40670018837703,,,,,,,
UCCSD(T),vdz,0,trail,Fe,-123.517338779438,0.0,0.0,-123.51812,6.459999999999999e-07,-123.03606101031244,,,,,,,
UCCSD(T),vdz,1,trail,Fe,-123.23318195569523,0.0,0.0,-123.23354,1.2e-07,-122.79860715251272,,,,,,,
UCCSD(T),vdz,0,trail,Cu,-197.23550602653444,0.0,0.0,-197.2369,1.152e-06,-196.56440183256336,,,,,,,
UCCSD(T),vdz,1,trail,Cu,-196.96613540024933,0.0,0.0,-196.96723,1.474e-06,-196.32402730647453,,,,,,,
UCCSD(T),vtz,0,trail,O,-15.826581649979662,0.0,0.0,-15.82702,0.0,-15.65178729066239,,,,,,,
UCCSD(T),vtz,1,trail,O,-15.333332401713635,0.0,0.0,-15.33358,0.0,-15.210120374674373,,,,,,,
UCCSD(T),vtz,0,trail,Sc,-46.450755995567036,0.0,0.0,-46.4523,8.800000000000002e-08,-46.05746799644578,,,,,,,
UCCSD(T),vtz,1,trail,Fe,-123.36850031124139,0.0,0.0,-123.36857,5.41e-07,-122.80424852863449,,,,,,,
UCCSD(T),vtz,1,trail,Sc,-46.21076630565196,0.0,0.0,-46.21149000000001,0.0,-45.85935928101564,,,,,,,
UCCSD(T),vtz,0,trail,Mn,-104.06308129961508,0.0,0.0,-104.06366,9.9e-07,-103.51751723050371,,,,,,,
UCCSD(T),vtz,1,trail,Ti,-57.70356698749631,0.0,0.0,-57.70424000000001,5.7e-08,-57.318310870851406,,,,,,,
UCCSD(T),vtz,0,trail,Fe,-123.65662567308549,0.0,0.0,-123.6572,5.71e-07,-123.03857246947872,,,,,,,
UCCSD(T),vdz,1,trail,Mn,-103.67313363230451,0.0,0.0,-103.67336,4.2e-08,-103.29335920887651,,,,,,,
UCCSD(T),vtz,0,trail,V,-71.16742006980368,0.0,0.0,-71.16898,1.017e-06,-70.69687058820543,,,,,,,
UCCSD(T),vtz,1,trail,V,-70.9190557573661,0.0,0.0,-70.91955,1.62e-07,-70.47870620861032,,,,,,,
UCCSD(T),vtz,0,trail,Cr,-86.72051663814709,0.0,0.0,-86.72091999999998,4.48e-07,-86.21884242573502,,,,,,,
UCCSD(T),vtz,1,trail,Mn,-103.79202851111685,0.0,0.0,-103.79214,1.99e-07,-103.29880070636771,,,,,,,
UCCSD(T),vtz,1,trail,Cr,-86.47274836324767,0.0,0.0,-86.47298,2.01e-07,-85.99858355154308,,,,,,,
UCCSD(T),vtz,0,trail,Ti,-57.95305004477432,0.0,0.0,-57.95463,3.67e-07,-57.522468837232104,,,,,,,
UCCSD(T),vdz,0,trail,Mn,-103.94164716850834,0.0,0.0,-103.94226,4.56e-07,-103.51554736964935,,,,,,,
UCCSD(T),vdz,1,trail,Ti,-57.633436117797956,0.0,0.0,-57.63401999999999,1.1e-08,-57.31379021206569,,,,,,,
UCCSD(T),vdz,0,trail,Cr,-86.61132649841602,0.0,0.0,-86.61203,1.24e-07,-86.21795636713652,,,,,,,
UCCSD(T),vqz,0,trail,VO,-87.28417710813774,0.0,0.0,-87.288681736,1e-05,-86.40819514293459,,,,,,,
UCCSD(T),vqz,0,trail,MnO,-120.09296970532316,0.0,0.0,-120.09707125940001,1e-05,-119.14081170666552,,,,,,,
UCCSD(T),v5z,0,trail,MnO,-120.11863059163471,0.0,0.0,-120.1223644293,1e-05,-119.14098759444364,,,,,,,
UCCSD(T),vtz,0,trail,MnO,-120.02552794586413,0.0,0.0,-120.02928,2e-05,-119.13957526878391,,,,,,,
UCCSD(T),v5z,0,trail,FeO,-139.7382603538747,0.0,0.0,-139.7416819491,1e-05,-138.66875655750619,,,,,,,
UCCSD(T),v5z,0,trail,TiO,-74.0885274725629,0.0,0.0,-74.09147310520001,1e-05,-73.2771786400687,,,,,,,
UCCSD(T),vqz,0,trail,TiO,-74.07261563042645,0.0,0.0,-74.07548786,1e-05,-73.27696889209976,,,,,,,
UCCSD(T),v5z,0,trail,ScO,-62.57954304564278,0.0,0.0,-62.5821409609,1e-05,-61.8350828626785,,,,,,,
UCCSD(T),vqz,0,trail,FeO,-139.7078816357347,0.0,0.0,-139.7113522,1e-05,-138.6685140260192,,,,,,,
UCCSD(T),vdz,0,trail,ScO,-62.41728590435571,0.0,0.0,-62.42004,9.92e-06,-61.829342751826275,,,,,,,
UCCSD(T),vdz,0,trail,VO,-87.08172357277813,0.0,0.0,-87.08577,2.7300000000000003e-05,-86.4002119655646,,,,,,,
UCCSD(T),vdz,0,trail,O,-15.780940991055198,0.0,0.0,-15.78125,0.0,-15.650898615762124,,,,,,,
UCCSD(T),vdz,1,trail,O,-15.30053760534081,0.0,0.0,-15.300670000000002,0.0,-15.209469738930444,,,,,,,
UCCSD(T),vdz,0,trail,Sc,-46.395538091717555,0.0,0.0,-46.39685,5.4e-08,-46.056720086471316,,,,,,,
UCCSD(T),vdz,1,trail,Sc,-46.15618407235456,0.0,0.0,-46.15683,0.0,-45.85651158235275,,,,,,,
UCCSD(T),vdz,0,trail,Ti,-57.88171776090778,0.0,0.0,-57.88305,2.26e-07,-57.52051227493378,,,,,,,
UCCSD(T),vtz,0,trail,Cu,-197.4460022897451,0.0,0.0,-197.44464,4.59e-07,-196.56611793957046,,,,,,,
UCCSD(T),vdz,0,trail,V,-71.07640366831104,0.0,0.0,-71.07767,3.2600000000000003e-07,-70.69525960473436,,,,,,,
UCCSD(T),vdz,1,trail,V,-70.8278361972832,0.0,0.0,-70.8284,3.2e-08,-70.47804713713508,,,,,,,
UCCSD(T),vdz,1,trail,Cr,-86.37192673719818,0.0,0.0,-86.37241,4.6e-08,-85.99840800159254,,,,,,,
UCCSD(T),vtz,1,trail,Cu,-197.1643579767204,0.0,0.0,-197.16304,6.5e-07,-196.32520712735686,,,,,,,
UCCSD(T),vqz,0,trail,Sc,-46.472386821600544,0.0,0.0,-46.474,1.07e-06,-46.057726629346845,,,,,,,
UCCSD(T),vqz,1,trail,O,-15.341863017302975,0.0,0.0,-15.3421,0.0,-15.210758359146777,,,,,,,
UCCSD(T),v5z,0,trail,Fe,-123.74129243383345,0.0,0.0,-123.7418,1.98e-07,-123.03901838784545,,,,,,,
UCCSD(T),v5z,1,trail,Fe,-123.45186692152019,0.0,0.0,-123.45183,3e-08,-122.805367259054,,,,,,,
UCCSD(T),v5z,0,trail,Cu,-197.57860172662342,0.0,0.0,-197.57608,1.068e-06,-196.5663811367177,,,,,,,
UCCSD(T),v5z,1,trail,Cu,-197.2947540285221,0.0,0.0,-197.29251,3.86e-07,-196.3253458468569,,,,,,,
UCCSD(T),vdz,0,trail,CrO,-102.55346627892747,0.0,0.0,-102.55837,2.442e-06,-101.8381354486648,,,,,,,
UCCSD(T),vdz,0,trail,CuO,-213.116218556697,0.0,0.0,-213.12303,3.599e-06,-212.238829673217,,,,,,,
UCCSD(T),vdz,0,trail,TiO,-73.90071992238374,0.0,0.0,-73.90375,6.77e-07,-73.26973605789902,,,,,,,
UCCSD(T),vtz,0,trail,TiO,-74.02804185780609,0.0,0.0,-74.03085,1.99e-05,-73.27527588824228,,,,,,,
UCCSD(T),vqz,0,trail,CrO,-102.7755524782538,0.0,0.0,-102.779756,1e-05,-101.84627163418828,,,,,,,
UCCSD(T),v5z,1,trail,Mn,-103.86282728872845,0.0,0.0,-103.86284,0.0,-103.29970385074444,,,,,,,
UCCSD(T),v5z,0,trail,VO,-87.30308044614706,0.0,0.0,-87.3073938172,1e-05,-86.40843884648703,,,,,,,
UCCSD(T),v5z,0,trail,CuO,-213.5261452266301,0.0,0.0,-213.5291282959,1e-05,-212.2443632841544,,,,,,,
UCCSD(T),vtz,0,trail,CuO,-213.37486402671607,0.0,0.0,-213.37778,1.664e-06,-212.24349945673225,,,,,,,
UCCSD(T),vdz,0,trail,FeO,-139.4301271159618,0.0,0.0,-139.43599,5.4039999999999986e-06,-138.66009692442393,,,,,,,
UCCSD(T),vdz,0,trail,MnO,-119.8454938195788,0.0,0.0,-119.85051,1e-05,-119.1332394993054,,,,,,,
UCCSD(T),vtz,0,trail,VO,-87.23126134297856,0.0,0.0,-87.23526,2e-05,-86.40670018837703,,,,,,,
UCCSD(T),vtz,0,trail,ScO,-62.527621753208855,0.0,0.0,-62.53013000000001,9.96e-06,-61.83374588456312,,,,,,,
UCCSD(T),vqz,0,trail,ScO,-62.56612599404671,0.0,0.0,-62.56845381,1e-05,-61.834924297751634,,,,,,,
UCCSD(T),vqz,0,trail,CuO,-213.48158043626012,0.0,0.0,-213.4842442,1e-05,-212.24422133071548,,,,,,,
UCCSD(T),vtz,0,trail,FeO,-139.63191925919023,0.0,0.0,-139.63546000000002,2e-05,-138.667246980313,,,,,,,
UCCSD(T),vtz,0,trail,CrO,-102.71466266116148,0.0,0.0,-102.71867,1.99e-05,-101.84420581490784,,,,,,,
UCCSD(T),v5z,0,trail,Mn,-104.13488088729972,0.0,0.0,-104.13542,4.9e-08,-103.51775094214493,,,,,,,
UCCSD(T),v5z,1,trail,Cr,-86.53605562617149,0.0,0.0,-86.53627,0.0,-85.99871084112391,,,,,,,
UCCSD(T),v5z,0,trail,Cr,-86.78498257358402,0.0,0.0,-86.78532,0.0,-86.21910985180031,,,,,,,
UCCSD(T),v5z,0,trail,CrO,-102.79774493938784,0.0,0.0,-102.8027368164,1e-05,-101.84668971203637,,,,,,,
UCCSD(T),vqz,1,trail,Sc,-46.232373195166645,0.0,0.0,-46.23311,9.94e-07,-45.859964744612796,,,,,,,
UCCSD(T),vqz,0,trail,Ti,-57.98136602548021,0.0,0.0,-57.983000000000004,2.24e-06,-57.52332478221496,,,,,,,
UCCSD(T),vqz,1,trail,Ti,-57.73183768623279,0.0,0.0,-57.73256,7.33e-07,-57.319727268097715,,,,,,,
UCCSD(T),vqz,0,trail,V,-71.20422204806765,0.0,0.0,-71.20578,1e-05,-70.69711953301085,,,,,,,
UCCSD(T),vqz,1,trail,V,-70.9571086872763,0.0,0.0,-70.95759,8.42e-07,-70.47878254097698,,,,,,,
UCCSD(T),vqz,0,trail,Cr,-86.7672093699367,0.0,0.0,-86.76760999999998,0.0,-86.21909581115591,,,,,,,
UCCSD(T),vqz,1,trail,Cr,-86.51849100915524,0.0,0.0,-86.51867,1.764e-06,-85.99861621753384,,,,,,,
UCCSD(T),vqz,0,trail,Mn,-104.11434621282784,0.0,0.0,-104.11501,3.37e-06,-103.51774137665831,,,,,,,
UCCSD(T),vqz,1,trail,Mn,-103.84263303812263,0.0,0.0,-103.84272,2.375e-06,-103.29943473113407,,,,,,,
UCCSD(T),vqz,0,trail,Fe,-123.716045691013,0.0,0.0,-123.71675,1.63e-05,-123.03893433543683,,,,,,,
UCCSD(T),vqz,0,trail,Cu,-197.5385379725996,0.0,0.0,-197.53642,1.98e-05,-196.5663491464669,,,,,,,
UCCSD(T),vqz,1,trail,Cu,-197.255395094616,0.0,0.0,-197.25343,3.012e-06,-196.32534219464927,,,,,,,
UCCSD(T),v5z,0,trail,O,-15.842771458186688,0.0,0.0,-15.84317,0.0,-15.651935198107855,,,,,,,
UCCSD(T),v5z,1,trail,O,-15.344564764066364,0.0,0.0,-15.34479,0.0,-15.210911583355957,,,,,,,
UCCSD(T),v5z,0,trail,Sc,-46.48054490795406,0.0,0.0,-46.48213,0.0,-46.05773792407675,,,,,,,
UCCSD(T),v5z,1,trail,Sc,-46.24045566404746,0.0,0.0,-46.24115,1.398e-05,-45.86020861913251,,,,,,,
UCCSD(T),v5z,0,trail,Ti,-57.99212889389654,0.0,0.0,-57.99386,0.0,-57.52335292738408,,,,,,,
UCCSD(T),v5z,1,trail,Ti,-57.742483320269784,0.0,0.0,-57.74316,0.0,-57.320045716102676,,,,,,,
UCCSD(T),v5z,0,trail,V,-71.21818471039809,0.0,0.0,-71.21983,0.0,-70.69714489237121,,,,,,,
UCCSD(T),v5z,1,trail,V,-70.97139713879041,0.0,0.0,-70.97182,0.0,-70.47890119732277,,,,,,,
UCCSD(T),vqz,0,trail,O,-15.838667503657177,0.0,0.0,-15.83909,5.31e-06,-15.651914835093455,,,,,,,
UCCSD(T),vqz,1,trail,Fe,-123.42704482339545,0.0,0.0,-123.42709,3.122e-06,-122.80506201856676,,,,,,,
